,x [nm],y [nm],z [nm],frame,uncertainty [nm],intensity [photon],offset [photon],loglikelihood,sigma [nm],dx [nm],dy [nm]
223,33421.209841462165,35991.41148553869,0,123,2.4535,8374.2,140.99,275.48,143.4,1.790158537834941,-0.4114855386851559
224,45502.209841462165,24942.411485538687,0,123,6.1382,2455.2,111.33,67.128,148.89,1.790158537834941,-0.4114855386851559
225,5492.633772774097,23616.42783388705,0,124,4.9794,3206.7,139.05,157.75,142.26,1.8662272259025485,-0.4278338870499283
226,11827.133772774097,21717.42783388705,0,124,2.6422,7984.8,145.47,333.21,147.87,1.8662272259025485,-0.4278338870499283
227,18539.133772774097,31093.42783388705,0,124,6.1862,2439.6,121.83,122.03,145.52,1.8662272259025485,-0.4278338870499283
228,27360.133772774097,677.3178338870499,0,124,5.3006,2542.1,134.69,117.54,129.57,1.8662272259025485,-0.4278338870499283
229,33415.1337727741,36002.42783388705,0,124,2.4773,8237.8,149.52,279.44,141.37,1.8662272259025485,-0.4278338870499283
230,45498.1337727741,24962.42783388705,0,124,4.7959,3100.6,122.07,99.01799999999999,138.92,1.8662272259025485,-0.4278338870499283
231,5508.457849666151,23620.444055603737,0,125,4.2146,3777.1,140.28,162.27,137.78,1.9421503338489856,-0.44405560373706976
232,11589.057849666151,22870.444055603737,0,125,6.5777,2144.1,132.55,151.59,137.7,1.9421503338489856,-0.44405560373706976
233,18531.05784966615,31113.444055603737,0,125,6.3488,2634.1,117.84,104.99,157.75,1.9421503338489856,-0.44405560373706976
234,19263.05784966615,48199.44405560374,0,125,7.3384,2418.4,139.59,220.47,159.43,1.9421503338489856,-0.44405560373706976
235,24175.05784966615,28436.444055603737,0,125,6.997999999999999,2471.0,119.05,76.582,162.34,1.9421503338489856,-0.44405560373706976
236,27359.05784966615,676.1340556037371,0,125,5.0505,2812.4,127.05,113.86,134.94,1.9421503338489856,-0.44405560373706976
237,33418.05784966615,35997.44405560374,0,125,2.7093,7283.4,139.03,268.35,143.59,1.9421503338489856,-0.44405560373706976
238,45506.05784966615,24957.444055603737,0,125,4.6141,3303.3,116.92,98.749,141.51,1.9421503338489856,-0.44405560373706976
239,5503.782071965005,23608.460150916217,0,126,6.7288,2244.9,122.61,98.10600000000001,147.84,2.0179280349948385,-0.46015091621666215
240,19265.982071965005,48172.46015091622,0,126,5.8058,3004.0,123.7,206.43,157.79,2.0179280349948385,-0.46015091621666215
241,20813.982071965005,42356.46015091622,0,126,6.2452,2694.6,137.01,87.734,152.85,2.0179280349948385,-0.46015091621666215
242,27349.982071965005,681.4401509162167,0,126,4.4298,3255.5,130.3,134.56,132.51,2.0179280349948385,-0.46015091621666215
243,28151.982071965005,6315.560150916217,0,126,6.9968,2048.9,129.95,87.258,140.89,2.0179280349948385,-0.46015091621666215
244,33414.982071965,35998.46015091622,0,126,2.9491,6248.0,136.3,220.94,140.83,2.0179280349948385,-0.46015091621666215
245,45503.982071965,24957.460150916217,0,126,5.1613,2822.3,119.8,79.238,139.34,2.0179280349948385,-0.46015091621666215
246,48534.982071965,15000.460150916217,0,126,5.4146,2454.8,123.05,135.11,131.82,2.0179280349948385,-0.46015091621666215
247,5488.906439497368,23643.476120051964,0,127,4.7841,3252.4,142.38,157.06,138.31,2.0935605026315898,-0.47612005196242535
248,18538.90643949737,31088.476120051964,0,127,4.5472,3899.5,118.41,110.19,155.03,2.0935605026315898,-0.47612005196242535
249,27356.90643949737,688.4361200519625,0,127,4.9254,2963.5,125.31,94.288,136.85,2.0935605026315898,-0.47612005196242535
250,33414.90643949737,35992.476120051964,0,127,2.3756,8838.9,154.44,401.43,141.64,2.0935605026315898,-0.47612005196242535
251,45513.90643949737,24968.476120051964,0,127,7.1686,2225.4,113.64,69.27600000000001,156.74,2.0935605026315898,-0.47612005196242535
252,48517.90643949737,14982.476120051962,0,127,2.9293,5698.2,134.04,248.08,132.94,2.0935605026315898,-0.47612005196242535
253,5499.030952089913,23617.49196323844,0,128,4.8257,3538.9,141.49,122.77,147.24,2.1690479100871016,-0.49196323844262224
254,11600.830952089913,22829.49196323844,0,128,7.3109,1993.0,122.64,104.73,145.03,2.1690479100871016,-0.49196323844262224
255,20804.830952089913,42392.49196323844,0,128,7.1282,2546.4,126.77,138.99,165.32,2.1690479100871016,-0.49196323844262224
256,24188.830952089913,28429.49196323844,0,128,6.4719,2734.1,124.74,107.46,161.11,2.1690479100871016,-0.49196323844262224
257,27344.830952089913,677.8619632384426,0,128,6.2756,2027.5,127.47,121.78,129.68,2.1690479100871016,-0.49196323844262224
258,33411.83095208991,35986.49196323844,0,128,2.8927,6921.0,139.09,269.18,147.69,2.1690479100871016,-0.49196323844262224
259,33446.83095208991,2486.291963238443,0,128,4.5838,2996.6,122.52,133.87,130.63,2.1690479100871016,-0.49196323844262224
260,45510.83095208991,24951.49196323844,0,128,7.0588,1698.2,121.0,100.11,128.06,2.1690479100871016,-0.49196323844262224
261,48523.83095208991,14988.491963238443,0,128,3.3798,4455.9,131.86,202.01,129.01,2.1690479100871016,-0.49196323844262224
262,5513.5556095693655,23609.507680703133,0,129,6.2617,2336.4,133.0,116.66,140.53,2.2443904306346667,-0.5076807031327917
263,11595.755609569365,22843.507680703133,0,129,3.4791,5279.8,145.2,280.38,143.61,2.2443904306346667,-0.5076807031327917
264,18542.755609569365,31084.507680703133,0,129,4.312,4192.9,126.0,124.91,153.36,2.2443904306346667,-0.5076807031327917
265,19245.755609569365,48195.50768070313,0,129,6.8658,3115.0,120.74,251.01,181.58,2.2443904306346667,-0.5076807031327917
266,20809.755609569365,42419.50768070313,0,129,7.7336,1768.7,137.77,142.47,137.0,2.2443904306346667,-0.5076807031327917
267,24167.755609569365,28444.507680703133,0,129,7.5724,2217.0,126.09,90.459,158.66,2.2443904306346667,-0.5076807031327917
268,27357.755609569365,662.5676807031327,0,129,4.8131,2997.2,130.98,108.97,134.29,2.2443904306346667,-0.5076807031327917
269,33409.755609569365,35995.50768070313,0,129,2.8585,6996.7,141.06,272.25,146.71,2.2443904306346667,-0.5076807031327917
270,45505.755609569365,24952.507680703133,0,129,6.7026,1810.3,116.8,103.14,129.41,2.2443904306346667,-0.5076807031327917
271,48521.755609569365,14990.507680703133,0,129,4.0901,3667.5,119.92,127.26,136.56,2.2443904306346667,-0.5076807031327917
272,5517.58041176239,23615.523272673498,0,130,5.1451,3273.8,139.99,125.31,147.77,2.3195882376094232,-0.5232726734993776
273,11592.68041176239,22851.523272673498,0,130,6.0265,2650.2,135.4,154.73,146.58,2.3195882376094232,-0.5232726734993776
274,27362.68041176239,658.0432726734994,0,130,5.1501,2819.7,131.88,70.65100000000001,136.11,2.3195882376094232,-0.5232726734993776
275,33469.68041176239,2472.8232726734996,0,130,7.327999999999999,1591.1,123.46,127.14,125.37,2.3195882376094232,-0.5232726734993776
276,33404.68041176239,35983.5232726735,0,130,2.932,7222.1,131.85,259.85,154.07,2.3195882376094232,-0.5232726734993776
277,48528.68041176239,15002.5232726735,0,130,7.2602,1552.3,122.42,114.35,123.42,2.3195882376094232,-0.5232726734993776
278,5507.505358495708,23574.538739377014,0,131,5.9278,3383.9,112.81,180.61,177.29,2.39464150429194,-0.5387393770124618
279,11589.605358495708,22846.538739377014,0,131,6.0062,2695.9,121.66,145.08,151.45,2.39464150429194,-0.5387393770124618
280,18534.605358495708,31065.538739377014,0,131,6.2671,2437.1,135.2,116.63,143.08,2.39464150429194,-0.5387393770124618
281,20792.605358495708,42431.538739377014,0,131,7.4651,1884.9,148.69,113.61,136.14,2.39464150429194,-0.5387393770124618
282,27358.605358495708,665.6587393770125,0,131,5.3833,2884.0,121.44,84.15700000000001,145.95,2.39464150429194,-0.5387393770124618
283,33411.60535849571,35986.538739377014,0,131,2.5663,8117.6,152.9,389.35,143.96,2.39464150429194,-0.5387393770124618
284,490.8804495959936,17389.554081041148,0,132,5.9978,2967.8,135.05,196.54,157.84,2.4695504040064407,-0.5540810411457642
285,5477.830449595994,23624.554081041148,0,132,5.6493,3022.9,132.61,90.81700000000001,153.17,2.4695504040064407,-0.5540810411457642
286,18554.530449595994,31051.554081041148,0,132,6.556,2462.4,120.63,109.92,153.39,2.4695504040064407,-0.5540810411457642
287,27346.530449595994,669.2440810411458,0,132,5.3531,2810.9,133.09,111.67,139.87,2.4695504040064407,-0.5540810411457642
288,33411.53044959599,35985.55408104115,0,132,3.1674,6313.6,144.62,223.1,148.9,2.4695504040064407,-0.5540810411457642
289,44012.53044959599,22821.554081041148,0,132,6.4384,2785.4,107.42,106.87,168.39,2.4695504040064407,-0.5540810411457642
290,48513.53044959599,15003.554081041146,0,132,6.3276,1874.1,120.34,115.62,125.96,2.4695504040064407,-0.5540810411457642
291,18539.45568488995,31049.569297893373,0,133,4.3059,4183.1,130.98,184.8,150.91,2.5443151100516843,-0.5692978933711856
292,27357.45568488995,673.6192978933711,0,133,6.1396,2231.5,128.49,87.461,135.38,2.5443151100516843,-0.5692978933711856
293,44013.45568488995,22839.569297893373,0,133,6.9392,1993.9,121.35,79.19800000000001,140.28,2.5443151100516843,-0.5692978933711856
294,44722.45568488995,11682.569297893371,0,133,5.8255,2660.0,107.06,74.84,152.39,2.5443151100516843,-0.5692978933711856
295,45490.45568488995,24959.569297893373,0,133,6.402,2470.4,116.34,77.89399999999999,153.02,2.5443151100516843,-0.5692978933711856
296,48516.45568488995,14981.569297893371,0,133,4.5981,3169.1,121.19,103.28,136.66,2.5443151100516843,-0.5692978933711856
297,5452.781064204277,23619.58439016116,0,134,3.3299,6558.3,157.49,453.27,156.43,2.6189357957227912,-0.584390161160627
298,18548.381064204277,31056.58439016116,0,134,4.7501,4121.3,121.48,208.18,164.02,2.6189357957227912,-0.584390161160627
299,27353.381064204277,663.8443901611606,0,134,5.6877,2173.9,138.11,123.94,123.05,2.6189357957227912,-0.584390161160627
300,33450.38106420428,2460.7843901611604,0,134,7.2616,1763.7,124.08,107.39,132.99,2.6189357957227912,-0.584390161160627
301,33405.38106420428,35984.58439016116,0,134,2.6442,8423.2,149.32,338.51,151.58,2.6189357957227912,-0.584390161160627
302,44020.38106420428,22824.58439016116,0,134,6.4268,2001.5,122.0,118.65,132.43,2.6189357957227912,-0.584390161160627
303,45483.38106420428,24948.58439016116,0,134,6.0867,2530.0,116.97,71.988,149.18,2.6189357957227912,-0.584390161160627
304,5491.80658736566,23620.59935807198,0,135,5.2598,3245.0,152.2,209.94,146.57,2.6934126343403477,-0.5993580719787133
305,27361.30658736566,637.7493580719787,0,135,5.4528,2475.8,128.88,110.58,131.71,2.6934126343403477,-0.5993580719787133
306,44017.30658736566,22828.59935807198,0,135,6.502999999999999,2437.5,120.4,79.607,152.1,2.6934126343403477,-0.5993580719787133
307,45497.30658736566,24959.59935807198,0,135,6.4735,2235.1,116.3,80.986,144.64,2.6934126343403477,-0.5993580719787133
308,48511.30658736566,14998.599358071979,0,135,7.1609,1638.5,121.48,107.69,126.81,2.6934126343403477,-0.5993580719787133
309,5472.432254200797,23623.6142018533,0,136,5.9136,2738.2,133.97,158.69,148.59,2.7677457992031123,-0.6142018533009832
310,11573.232254200797,22894.6142018533,0,136,7.535,2009.1,134.96,120.3,146.15,2.7677457992031123,-0.6142018533009832
311,27363.232254200797,648.444201853301,0,136,5.3031,2487.6,127.81,145.78,129.32,2.7677457992031123,-0.6142018533009832
312,48522.2322542008,14982.614201853301,0,136,5.626,2497.6,120.99,157.14,138.04,2.7677457992031123,-0.6142018533009832
313,5474.258064536387,23640.628921732598,0,137,6.5179,2477.8,141.5,143.55,148.37,2.8419354636134813,-0.6289217325993377
314,18526.158064536387,31079.628921732598,0,137,6.0656,2748.2,128.53,113.08,152.89,2.8419354636134813,-0.6289217325993377
315,20809.158064536387,42362.6289217326,0,137,8.052,1996.2,142.26,150.71,151.49,2.8419354636134813,-0.6289217325993377
316,27354.158064536387,670.0689217325994,0,137,5.7944,2603.6,118.74,57.248000000000005,145.72,2.8419354636134813,-0.6289217325993377
317,33406.15806453639,35997.6289217326,0,137,2.4153,8765.3,156.82,478.9,143.02,2.8419354636134813,-0.6289217325993377
318,44729.15806453639,11699.6289217326,0,137,4.8241,3033.2,114.71,108.81,139.89,2.8419354636134813,-0.6289217325993377
319,45488.15806453639,24974.628921732598,0,137,7.2183,2016.7,117.08,65.39699999999999,147.14,2.8419354636134813,-0.6289217325993377
320,48497.15806453639,14999.6289217326,0,137,6.6075,1773.7,121.83,142.18,125.34,2.8419354636134813,-0.6289217325993377
321,5480.484018199129,23633.643517937344,0,138,4.9312,3590.9,134.04,140.38,153.23,2.915981800870213,-0.6435179373456776
322,18533.08401819913,31067.643517937344,0,138,5.1771,3612.0,121.52,166.08,161.19,2.915981800870213,-0.6435179373456776
323,27357.08401819913,657.1235179373457,0,138,5.0698,2970.7,126.51,68.64699999999999,140.41,2.915981800870213,-0.6435179373456776
324,33402.08401819913,35980.643517937344,0,138,3.063,6191.0,139.37,237.81,144.68,2.915981800870213,-0.6435179373456776
325,33458.08401819913,2476.8435179373455,0,138,6.6713,2471.8,115.18,84.262,157.92,2.915981800870213,-0.6435179373456776
326,45487.08401819913,24959.643517937344,0,138,5.5316,2976.8,117.64,92.79700000000001,153.3,2.915981800870213,-0.6435179373456776
327,48519.08401819913,14989.643517937346,0,138,6.3794,1819.2,125.66,115.6,122.96,2.915981800870213,-0.6435179373456776
328,515.7901150157061,17377.65799069501,0,139,6.9201,2173.4,127.88,112.53,146.64,2.9898849842938944,-0.6579906950100849
329,5486.510115015706,23651.65799069501,0,139,5.932,3116.0,135.59,134.24,161.65,2.9898849842938944,-0.6579906950100849
330,18541.010115015706,31061.65799069501,0,139,4.6857,3793.1,122.26,146.44,153.93,2.9898849842938944,-0.6579906950100849
331,27349.010115015706,674.6079906950101,0,139,6.1988,2113.7,132.61,115.49,130.65,2.9898849842938944,-0.6579906950100849
332,33453.010115015706,2464.9579906950103,0,139,5.8628,2605.1,122.36,18.206,145.28,2.9898849842938944,-0.6579906950100849
333,33432.010115015706,35973.65799069501,0,139,5.6182,2368.3,130.47,165.1,130.64,2.9898849842938944,-0.6579906950100849
334,44027.010115015706,22812.65799069501,0,139,6.3033,2451.9,118.57,72.346,149.87,2.9898849842938944,-0.6579906950100849
335,44739.010115015706,11684.65799069501,0,139,5.2537,2844.4,114.75,78.98899999999999,143.9,2.9898849842938944,-0.6579906950100849
336,45495.010115015706,24942.65799069501,0,139,6.7343,2091.4,120.41,76.998,141.65,2.9898849842938944,-0.6579906950100849
337,48514.010115015706,14990.65799069501,0,139,6.2552,2062.8,123.24,79.009,132.08,2.9898849842938944,-0.6579906950100849
338,5496.2363548128205,23622.672340233057,0,140,7.6176,2079.9,123.79,65.852,154.63,3.0636451871796453,-0.6723402330571844
339,11586.93635481282,22879.672340233057,0,140,5.781000000000001,2444.4,139.71,150.95,133.75,3.0636451871796453,-0.6723402330571844
340,18531.93635481282,31103.672340233057,0,140,5.8697,3068.3,129.98,105.18,158.94,3.0636451871796453,-0.6723402330571844
341,18531.93635481282,31102.672340233057,0,140,5.6805,3191.1,126.41,105.35,160.6,3.0636451871796453,-0.6723402330571844
342,27347.93635481282,670.3823402330572,0,140,4.309,3728.4,126.98,65.941,142.22,3.0636451871796453,-0.6723402330571844
343,33446.93635481282,2473.5723402330573,0,140,6.2221,2538.5,124.22,80.354,149.35,3.0636451871796453,-0.6723402330571844
344,44030.93635481282,22803.672340233057,0,140,5.8455,2412.6,129.89,124.66,136.7,3.0636451871796453,-0.6723402330571844
345,45498.93635481282,24947.672340233057,0,140,6.3673,1767.7,123.48,146.9,120.65,3.0636451871796453,-0.6723402330571844
346,48511.93635481282,14981.672340233057,0,140,4.7887,2780.5,120.08,143.0,130.16,3.0636451871796453,-0.6723402330571844
347,18544.862737417156,31060.68656677896,0,141,4.2946,4233.2,119.27,148.04,154.55,3.1372625828444143,-0.686566778962515
348,27344.862737417156,694.6065667789625,0,141,5.0023,3067.3,131.42,140.14,140.2,3.1372625828444143,-0.686566778962515
349,33413.862737417156,35982.68656677896,0,141,2.9137,6453.6,141.66,303.5,141.29,3.1372625828444143,-0.686566778962515
350,44005.862737417156,22831.68656677896,0,141,6.1526,2891.5,104.56,104.04,167.05,3.1372625828444143,-0.686566778962515
351,44732.862737417156,11685.686566778963,0,141,4.2616,3052.2,128.98,180.94,123.55,3.1372625828444143,-0.686566778962515
352,45821.862737417156,44079.68656677896,0,141,3.8807,4658.1,130.18,251.44,148.34,3.1372625828444143,-0.686566778962515
353,48521.862737417156,14984.686566778963,0,141,3.3003,4748.9,131.53,201.47,131.71,3.1372625828444143,-0.686566778962515
354,5488.189262655427,23633.700670560203,0,142,5.0344,3142.0,139.84,155.19,141.55,3.210737344572408,-0.7006705602016154
355,11572.789262655428,22890.700670560203,0,142,8.1712,1647.4,136.23,132.84,136.11,3.210737344572408,-0.7006705602016154
356,18545.789262655428,31061.700670560203,0,142,3.508,5201.4,129.49,167.22,146.45,3.210737344572408,-0.7006705602016154
357,20791.789262655428,42440.7006705602,0,142,7.5583,1856.3,137.55,184.92,138.94,3.210737344572408,-0.7006705602016154
358,27354.789262655428,672.1106705602016,0,142,4.7864,2904.3,131.6,131.98,130.84,3.210737344572408,-0.7006705602016154
359,33439.789262655424,35979.7006705602,0,142,4.2566,3829.1,137.44,153.02,140.71,3.210737344572408,-0.7006705602016154
360,44020.789262655424,22821.700670560203,0,142,6.1996,2213.4,120.28,119.17,137.92,3.210737344572408,-0.7006705602016154
361,48515.789262655424,14989.700670560202,0,142,5.0392,2587.5,129.12,135.06,127.3,3.210737344572408,-0.7006705602016154
362,5493.31593035432,23645.714651804243,0,143,7.6131,2010.0,125.57,101.66,150.76,3.2840696456805745,-0.7146518042445678
363,18552.71593035432,31058.714651804243,0,143,5.9499,2679.3,123.34,79.18,149.29,3.2840696456805745,-0.7146518042445678
364,33464.715930354316,2486.3146518042445,0,143,5.6114,2187.0,117.27,155.76,126.79,3.2840696456805745,-0.7146518042445678
365,33419.715930354316,35997.71465180424,0,143,2.2929,9221.8,168.62,481.84,138.82,3.2840696456805745,-0.7146518042445678
366,44011.715930354316,22823.714651804243,0,143,6.5419,2238.4,116.59,89.249,145.73,3.2840696456805745,-0.7146518042445678
367,44010.715930354316,22824.714651804243,0,143,6.4467,2377.2,113.8,83.505,150.71,3.2840696456805745,-0.7146518042445678
368,534.3227403405214,17382.728510738554,0,144,7.7392,2152.1,131.37,90.507,157.78,3.3572596594785864,-0.7285107385559968
369,5466.342740340521,23637.728510738554,0,144,4.2264,3980.4,137.02,152.08,143.53,3.3572596594785864,-0.7285107385559968
370,27363.64274034052,659.908510738556,0,144,5.4287,2395.6,130.63,129.84,128.04,3.3572596594785864,-0.7285107385559968
371,33407.642740340525,36016.728510738554,0,144,2.9158,6426.5,139.76,294.92,140.92,3.3572596594785864,-0.7285107385559968
372,5479.569692440731,23627.74224759061,0,145,3.9255,4323.9,147.36,215.89,140.14,3.43030755926884,-0.7422475906096224
373,18543.56969244073,31089.74224759061,0,145,5.8995,2591.2,126.85,115.97,144.89,3.43030755926884,-0.7422475906096224
